"","ISO3","r0_100","r100_200","r200_300","r300_400","r400_500","r500_600","r600_700","r700_800","r800_900","r900_1000","r1000_1100","r1100_1200","r1200_1300","r1300_1400","r1400_1500","r1500","rTOT"
"35","DOM",0.0958353163991427,27.439852636492,50.3524509382866,39.0985729430594,21.6819712960139,12.0494069304317,6.93266272198263,4.22628591468161,2.67770180550126,1.7170398175402,1.13579288358411,0.824378268083564,0.628626102851962,0.50439676492881,0.42724961258764,0.581234687650511,170.373458640075
"36","DZA",8.5309481332109,163.800968573828,179.49745230436,102.364768486981,60.6687011243844,37.6352962714549,23.9772488962815,16.8712413017495,12.4861703771701,9.18411486644989,6.9336099393529,5.49119160017257,4.43635917772539,3.67394464844142,3.19903605372837,4.03431227964622,642.785364034937
"37","ECU",0.0048449090297084,3.25205346267186,15.0823843516912,18.0372969621873,15.2813609564612,10.1761445160184,7.33427689741604,5.15889691267712,3.37255366952438,2.34947786583763,1.72179784173069,1.31944471562668,1.08523832626207,0.934786183101166,0.851912834934719,1.34049891247513,87.3029693176454
"38","EGY",2.30565974802505,188.90252572914,237.499489390302,157.29764296459,90.2897233608394,51.3545040022928,28.8112775928884,17.8866766560381,12.003064771061,8.11036962899186,5.6639388868745,4.15442334858995,3.0878118841382,2.45447875443776,1.99370306368806,2.05900440914695,813.874294191044
"39","ERI",0,49.0081910395159,115.796728057296,87.4368649288361,50.1577565538861,21.139522624647,10.091638727763,5.64177654323996,3.61988945869526,2.45894931766501,1.7500692173927,1.29296409477555,0.995013320411573,0.8321927014003,0.705862275944136,0.767634368344715,351.695053229814
"40","ESP",61.5273041040432,57.9585782469466,59.8691434083736,45.6135398596151,44.7807042730851,32.3637248643907,19.6309121790291,10.6003166826769,6.30979030839237,4.20169848044581,3.10268819878042,2.45823953770353,1.99081651155231,1.67398258800581,1.45722308057747,1.81193347529115,355.350595798909
"41","EST",0.99237396653595,42.2317443614945,38.8756691909582,40.7090417583189,32.7143987278249,18.6278691958064,8.63476216040134,4.86612174891473,2.92868017167566,1.93098635676334,1.40471289984103,1.08618124160184,0.838045591266334,0.672562879097707,0.565700302634447,0.566749138287266,197.645599691423
"42","ETH",0,0.142787506234805,0.345397010799279,0.29598828259913,0.154966234397004,0.0834995659879651,0.0472959660128653,0.0282901031218337,0.018072000887684,0.0125618750135866,0.00906397371646082,0.00649451866332175,0.00469984933705132,0.00355419057435608,0.00297881933305874,0.00335582979287968,1.15900572647128
"43","FIN",0.993597384758438,20.486789947336,24.8838750946242,19.5291499799847,12.6385401230078,7.05601384324096,3.53321133111964,2.0691248602807,1.42498345201306,0.986515054498557,0.707331872852358,0.528407007389151,0.401020864489841,0.319430770229681,0.275278712631689,0.326231308463109,96.1595016069199
"44","FRA",0.55714136665813,24.7850904321971,15.6758698678871,10.3460787235042,6.21660853737428,3.32432525891634,1.84184783522916,1.15258445729851,0.80428434116224,0.569060787047388,0.419391718024035,0.326658072172778,0.256297020268298,0.208994116484406,0.181233002115843,0.217094624610916,66.8825601609507
"45","GAB",0,2.99468590261825,23.6907229250109,30.6091783005918,31.0598870952599,19.3138052071068,12.591442035342,9.32058626989762,6.4045193657588,4.41775629188648,3.10087303208177,2.19243442359122,1.60035481633142,1.22247390945403,1.00865145716795,1.12557332032589,150.652944352425
"46","GBR",6.24895243529939,85.5618366063287,117.646683557956,117.977538769587,64.4325804087224,25.8190143816679,11.415545679407,6.51643875622371,4.13076718241724,2.71913474474345,1.93791598591525,1.4240784067377,1.06453277976077,0.841072847815797,0.700516972230659,0.762888344013178,449.199497858826
"47","GEO",1.622870516149,38.23672963569,39.0533845783119,16.4373136222321,9.87612735769823,7.62475267478082,6.01811799247758,5.10786711563876,4.45596888825897,3.68889148372815,3.10806556302075,2.68417842372875,2.24648267108686,2.0403433875174,1.78825667043175,2.35697811360063,146.346328694352
"48","GHA",0.00212450317721744,9.59365347845003,110.267636552868,135.423282057549,106.320563863846,61.2801428657023,43.1587568749312,31.5159787715514,21.2994103218874,14.5419080654801,9.66463393757204,6.80425366021819,5.02503641750378,3.87587679693466,3.1501797642662,3.83051277594648,565.753950707885
"49","GIB",0,8.30929208413184,22.5134045240509,19.8416913914974,6.87610650904324,1.96497804663288,1.08146442271662,0.575625609185808,0.285131808215215,0.150431517071286,0.0717074939427207,0.0439842810301493,0.0287024458824634,0.022953935800049,0.0169389518936387,0.0121137209659469,61.7945267420602
"50","GNQ",0,2.25821235502082,15.3637264283327,21.4411438058942,22.2273353944421,16.3313041767607,11.9688852406565,8.65254733470943,6.4021818967874,4.83861573327554,3.6013151871282,2.77712553016626,2.22946463927848,1.83398561195875,1.56879379013233,2.44941271598511,123.944049840529
"51","GRC",4.17798090885113,91.4284611967489,202.79532011311,185.354644016355,105.230559476186,54.2545198257231,30.2489198003932,19.6294622979,14.1459385931405,10.4870129768568,7.75409262538281,6.038924955929,4.7642574565879,3.81933072335385,3.13666652855466,3.61082209750938,746.876913592583
"52","GRL",0,1.25080738024866,2.75957834133159,2.36118256094602,1.39577048021053,0.835881263095548,0.642062700388901,0.516766605392481,0.383850320407099,0.279295715327978,0.200010011151716,0.145103846722595,0.108127407568321,0.085781978607034,0.0715017583876208,0.0649859058967809,11.1007062756829
"53","GTM",2.34640526642027,50.9626146170431,29.7696054269783,13.3831203760376,5.93567694835814,3.02581115551932,1.55517185502531,0.90259094708695,0.560114470063906,0.360651191037628,0.242102442555476,0.177736983076432,0.133675758415742,0.103778605584182,0.0881011181367181,0.10153049366803,109.648687655007
"54","GUY",0.0482251617340747,21.0326661220265,36.6339117312773,23.9949557055037,12.0705089228424,4.68243642348437,1.60870818747965,0.849705911529407,0.42271811092358,0.229629200592042,0.148982728282366,0.0802898536653634,0.0524471583480909,0.0390532465537448,0.0303219402521273,0.0338784996952236,101.95843890419
"55","HKG",0.193110407690853,12.1283204838231,29.0919257363891,36.8240712699506,35.0465473003824,24.4074339184375,16.6201236957839,13.2560758501895,9.72168307580172,6.18062440654301,3.98657565348005,2.71146647653965,1.90153890923846,1.44170679035455,1.14584926121673,1.24928063337959,195.906333869201
"56","HND",1.10301086849616,55.46656548029,54.0116053821295,32.4185921878273,18.1232239800153,10.3691642021331,6.42885578748033,4.21212389536968,2.90489458929374,2.08480275638749,1.57336404691587,1.21749827440614,0.97182223937767,0.815818221775228,0.713477915716555,0.903361652422248,193.318181480036
"57","HRV",0.189719155440608,9.30571590544097,11.5395740311129,9.90864613574945,17.0679411940529,15.1256274469599,7.61241758778599,3.68372795894608,2.37240006212835,1.72136114924279,1.38068317967872,1.16301760937789,0.9697782802882,0.850143980178431,0.80271930914315,1.34054956568977,85.034022551216
"58","HTI",0,1.59632998562494,14.3084324445361,15.7169191223431,10.6442090767712,4.90884858334603,2.9869006212956,1.67056353809625,1.02508066902652,0.689852884226901,0.483824117927254,0.339807749190655,0.256102649212523,0.197209851451709,0.157057344840001,0.134703895112172,55.1158425330011
"59","HUN",0.884112228387351,90.3911206269359,99.1089443226423,59.3473346232726,36.7600661020898,22.8661975677312,13.3670831850389,8.4388207201193,5.98485298849319,4.35839408480344,3.32103673352367,2.6455535432132,2.1439959533214,1.81391606017752,1.56643159822989,1.83493172327885,354.832792061259
"60","IDN",0.0777719782051427,53.5425635884925,87.7010201130933,85.4558484575824,61.5949080661159,44.233667542065,34.5081911663949,27.8529747295482,21.7827874450702,16.3276524194844,12.3165904901909,9.59324550306433,7.52956006773773,6.18396957822461,5.29654252216126,6.33517361850074,480.332467285932
"61","IND",0.0946898348809377,8.70448958339431,17.4484671961005,32.4357117430974,28.8416852241174,16.2961707733818,8.25852514556933,5.22557196104808,3.71508504794095,2.77065801031585,2.10089454632797,1.59522059363523,1.23256587439994,0.977992769718739,0.808666754298678,0.927615729961453,131.434010788189
"62","IRL",5.67212509904434,63.6017105270698,62.7535429989441,44.9829407458449,26.1441258506241,12.7860396688284,6.39439125874173,3.74011769223614,2.34735934496305,1.52600412771002,1.08733248535554,0.819047931582847,0.644511721192872,0.53815041020321,0.47262055964621,0.582876427202827,234.09289684919
"63","IRN",13.2836270319164,240.757350979683,270.768952474784,140.961863053655,84.9459589685363,53.620703696629,33.495017420207,22.9742785117999,16.7316711182092,12.1949198213278,9.27350160283193,7.33086645849761,5.93739934879102,5.01088955556551,4.397736603678,5.73010660935079,927.414843255463
"64","IRQ",1.84908598617595,200.591261966384,262.117665617509,124.120026860246,66.3366921903936,37.8402540946681,22.9188752569853,15.0848647406044,10.6602968201683,7.68586685419641,5.72291390465518,4.41352203671683,3.49764519695296,2.85314673154712,2.41330113853535,3.07034725531684,771.175766651055
"65","ISL",0,0.0181542081277001,0.0271455989048767,0.0153020581681331,0.00453038609207318,0.00144494991375213,0.00087034848108618,0.000575941792672473,0.000358546805852363,0.000230619339837677,0.000152582733333376,0.000100305764655873,7.125292739576e-05,5.10647646748007e-05,3.99144872735615e-05,3.57902326001828e-05,0.0690635685359175
"66","ISR",0.481210012857069,23.595062637254,31.2718267947494,28.0335584070531,19.2695522683332,12.6720567292483,8.15310233674642,5.62613505820026,4.18025619107126,3.0558417906111,2.27353602779333,1.7419985525823,1.35209416486402,1.08351929165837,0.921053429026961,1.06183601100505,144.772639703054
"67","ITA",2.95747660566723,81.069126682097,89.5764107260228,51.8597154440151,31.8069498709252,19.3991842681405,12.4599071170992,9.14449331412706,7.18390097856921,5.61719409504897,4.5339287405666,3.78465516518333,3.19160934180248,2.76769772876983,2.48861238184783,3.47505562919931,331.315918089082
"68","JAM",0.00318068801728476,21.7993331876948,43.0327473410331,36.2544276032511,14.7704803736235,7.52385092816928,4.5129923458296,2.23097388639406,1.07466788833888,0.537244242786414,0.285072328114822,0.165203162227533,0.109482335374143,0.0882795910589983,0.0681477552615785,0.0694947728956248,132.525578430071
"69","JOR",1.48932597988439,120.03057673294,164.578741262165,116.008147945126,67.4512579370325,38.9915315362035,20.7023878769192,12.0458495392841,7.689009992095,5.01087551998581,3.43393806000079,2.49018683435275,1.92917287038629,1.57648199162887,1.37756767783416,1.68060610676124,566.4856578626
"70","JPN",3.22204067061005,29.8140298500777,33.6227580887199,28.8041652742585,20.9259028357142,14.7620924714339,10.7996573080676,8.28752467531602,6.06747543956923,4.22572570720935,2.998436122507,2.21858465789771,1.6471406062576,1.29424019086492,1.08738326867928,1.29270445473669,171.06986162192
"71","KAZ",1.33104015736929,37.2179762103699,72.8017874907705,65.4560146811697,39.428218221434,22.9102931367192,12.6532470113724,7.7170841075387,5.19673842251455,3.61008834901267,2.59308719320478,1.95190234183818,1.47957745743241,1.16400221666647,0.968778807323915,0.988642277418518,277.468478082155
"72","KEN",0,13.5489145834682,65.2369896369083,65.4285871998555,38.9613204883869,16.8870173867903,8.80212300289821,5.45342076362337,3.66178967433128,2.62719562310422,1.94296304547108,1.437240148554,1.11207866029916,0.902766817802591,0.772525737122826,0.893681522811947,227.668614291428
"73","KGZ",0,0.840323869402014,4.65724909088012,4.77760378422373,2.6227266776446,1.46537233765245,0.8804662354282,0.574776746648897,0.409926612033581,0.303147444124223,0.235599560087099,0.186818337956382,0.148221558954641,0.118609513395014,0.0942074080447243,0.102914162966787,17.4179633394425
"74","KHM",0,5.80051336479724,14.9023545763729,15.7981121704885,11.4031241361717,6.80022135377505,3.67829811212024,2.12077491320093,1.47975940287244,1.13684852501226,0.880900036873074,0.655087725585359,0.472764134780319,0.351932929391968,0.26539996390773,0.251187309120795,65.9972786544705
"75","KOR",11.9111612492749,254.860651535856,331.675828282116,283.70852075203,193.549962923934,139.285535608562,100.324430236519,77.5936030070724,60.447948876186,45.0995189447451,34.340952226749,27.3404526519187,22.1404801571904,18.9830336166184,17.0501260643409,26.0738141597582,1644.38602029287
"76","KWT",28.7387956517006,393.788824588319,450.934570961559,215.959123871723,102.896224178022,54.9449253578085,33.5808373577075,22.7505360142827,15.8026628699723,10.9485838916777,7.75728603045578,5.64280914660315,4.24522106303176,3.37784102382591,2.8046749499817,3.20099781828168,1357.37391477495
"77","LAO",0,0,61.4257632614223,83.1825642776192,57.8951697722202,33.9338978518074,20.8866901657769,14.0037047412041,10.9612281270787,8.5470808517912,6.65152937551734,5.3955639808996,4.54467256575453,3.88399232751211,3.54838569732455,3.59165184700878,318.451894842937
"78","LBN",0,89.9604539168106,183.268916246813,122.266770644174,48.4911122675809,18.8454286699974,11.0731080993738,7.30885702838339,4.6852719200878,2.99058399003624,1.97569349945977,1.37817432915036,1.00996346274716,0.769525116413407,0.6280207305567,0.639802864375002,495.291682785959
"79","LBY",4.43044603613666,110.646311323328,139.615401392856,95.2224404314231,51.9627825828921,27.927711437996,16.8882636464384,11.4408374887795,8.00399280466569,5.37924583204701,3.74931997837608,2.7098386992715,1.97843087882049,1.52664823457662,1.2190357967437,1.27285112931157,483.973557693663
"80","LKA",0,74.013400038356,135.405249343437,101.571631189064,26.5277172133885,5.3867400104952,1.89007161335012,1.01678699795272,0.607490294447953,0.347546022632976,0.207732676560844,0.133036381978407,0.0916492641758045,0.0571530501052552,0.042207100521129,0.0757435478142922,347.37415474428
"81","LTU",2.74599296846866,104.868322868131,94.2117986142445,48.4226873596877,28.4452242517737,16.8685522799651,9.88256519774611,6.43981046602715,4.62056999599932,3.11471152121599,2.21430778104821,1.59351288415563,1.19109312936581,1.00059346908633,0.859524308073645,0.890583304576377,327.369850399565
"82","LUX",0,35.853460304516,5.6098161566293,0.879805825231606,0.297580070126088,0.0903641788763869,0.0251937614325546,0.011559040837795,0.00433247416145228,0.00243132940776275,0.00120342112213886,0.000502351701953325,0.000502351701953325,0.000502351701953325,0.000502351701953325,0,42.7777559691489
"83","LVA",1.08773550674755,20.9728257467833,24.5600642292193,17.0163437344266,10.7889128624096,6.74250159192366,3.98995234653768,2.58936457725476,1.85158893777682,1.3148330433354,0.916320066943279,0.695023761471456,0.50218320016761,0.413382554722314,0.367794555579353,0.415407262684052,94.2242339779827
"84","MAR",0.25019762376055,11.3040996404489,24.5400945512455,24.5098842083677,16.9464377957506,10.1432525845722,5.14141749480741,3.02577384372534,2.0139342447709,1.4336973938391,1.05053058928779,0.806315030153669,0.619199784914529,0.501258938311991,0.419105301435662,0.468761406472287,103.173960431864
"85","MDA",1.03778119399669,82.5969547237143,107.321799481792,62.8185361513767,47.332980936929,32.6431845904687,19.1292533744764,11.6157261824018,7.73418544365734,5.16818849271887,3.89998788255819,2.99664248328588,2.27366133332648,1.74668083148618,1.40232970461223,1.87573414201622,391.593626948818
"86","MDG",0,9.02694324421449,40.0105673334931,42.0338001688714,26.3410585362275,14.8193341697481,8.41191167627464,5.15337294838397,3.46712548746161,2.4328127770737,1.79261554926018,1.39098413069754,1.15513766404055,0.982990650037975,0.85439588137398,1.21447457882396,159.087524795983
"87","MEX",4.75368118433418,55.0505228707893,68.2605676640085,47.206067816308,30.9633539190781,20.0073883098532,13.106691026542,9.0514681861376,6.36659854383959,4.54330946285253,3.35423620944056,2.57816183912599,2.01825487667982,1.6727037320827,1.44671563362805,1.83721757109842,272.216938845799
"88","MKD",0,0.480569378283946,26.1947462303999,33.2077674243732,22.2499859138406,11.7076008912103,6.02179961287574,3.79203034458789,2.88449954206349,2.33216187473734,1.95411916148726,1.62878635297529,1.34442063190758,1.10009200141775,0.947799242382775,1.00644325881359,116.852821861357
"89","MLI",0,59.2326121678457,114.664882685803,89.0202619260616,44.5531033341195,26.4985316221237,16.7840428195833,10.9869087821186,7.36858709340676,5.37938495173769,4.05074438217839,3.25906950016369,2.64252421920228,2.23425513045475,1.99493899471028,2.94411335117444,391.613960960684
"90","MLT",0,0.184102080032855,0.437355894570667,0.402154126131638,0.223755809309623,0.139895298355725,0.116102056219867,0.0961272503898873,0.0742097665122575,0.0526805126811165,0.0352381024552625,0.0240130215740843,0.017686530773538,0.0136205903808008,0.0109513922783889,0.0106532653852269,1.83854569705094
"91","MMR",0.151481337923433,23.2549990357657,31.7738016607688,25.8405454053466,16.7976554605943,11.8752219123238,8.20979419968576,5.99701247309815,4.55466102965045,3.50915280500784,2.83072299811919,2.3297909963426,1.91167407133198,1.61690655329987,1.42176451384247,1.8723128153762,143.947497268477
"92","MNE",0,0,57.845056464902,74.2556640350955,50.0573834089286,29.5121910528131,16.3296177248684,10.1045762218886,6.88851573440169,4.88186313834388,3.70589397404614,3.05587747731621,2.3949277569878,2.09502004804622,1.88034207220851,2.37999820104124,265.386927310888
"93","MNG",0,3.44644185773209,46.608875403056,52.2854663842397,26.0424152680888,13.7346317674966,7.31494014530037,4.08935817238446,2.55031611219758,1.71374033830343,1.19899918981344,0.912748174546626,0.7236836821884,0.554577221708388,0.44330319874869,0.45852723825477,162.078024154059
"94","MOZ",0.392207863331288,22.7769951014086,39.9519307998711,30.0260310952775,15.0883826685593,6.75312142638786,3.75840268841028,2.38067796421235,1.64957369233904,1.12684117413815,0.831613440648065,0.61878560499379,0.483751757825675,0.388913331114851,0.335315023828995,0.380999950073826,126.943543582421
"95","MRT",0,155.668480410175,266.549705618684,152.15460963582,61.106043895071,18.3842120612515,9.67770213294405,5.48409868019428,3.02952005315948,1.82746461097547,1.22639690643551,0.771765366513299,0.554725168062356,0.381001325505349,0.259508046768994,0.250070680040626,677.3253045916
"96","MUS",0.231578389641063,27.953119023665,40.8302151112207,32.100007860936,15.2493488762787,7.49053877736955,6.0769963029463,4.40252884071686,2.63676935475834,1.63108991070299,0.903950888455595,0.595619758539405,0.437944761297197,0.320125468811084,0.247264461467299,0.280251028350173,141.387348815156
"97","MYS",0.00223166961986802,15.7991396261966,34.314077837717,41.7897637119676,37.4873247301188,28.8087387034136,20.6136001833977,16.3694860636646,13.8459237986173,11.5180716135587,9.57084113375898,7.9673411305288,6.57302540410029,5.56250738390606,4.83422140287219,5.69863127151417,260.754925664952
